ID,Diagnostic Code,Diagnosis Description
3643,3529,Cranial Nerve Dis Nos
3644,353,Nerve Root/Plexus Dis
3645,3530,Brachial Plexus Lesions
3646,3531,Lumbosacral Plex Lesion
3647,3532,Cervical Root Lesion Nec
3648,3533,Thoracic Root Lesion Nec
3649,3534,Lumbsacral Root Les Nec
3650,3535,Neuralgic Amyotrophy
3651,3536,Phantom Limb (Syndrome)
3652,3538,Nerv Root/Plexus Dis Nec
3653,3539,Nerv Root/Plexus Dis Nos
3654,354,Mononeuritis Upper Limb
3655,3540,Carpal Tunnel Syndrome
3656,3541,Median Nerve Lesion Nec
3657,3542,Ulnar Nerve Lesion
3658,3543,Radial Nerve Lesion
3659,3544,Causalgia Upper Limb
3660,3545,Mononeuritis Multiplex
3661,3548,Mononeuritis Arm Nec
3662,3549,Mononeuritis Arm Nos
3663,355,Mononeuritis Leg
3664,3550,Sciatic Nerve Lesion
3665,3551,Meralgia Paresthetica
3666,3552,Femoral Nerve Lesion Nec
3667,3553,Lat Popliteal Nerve Les
3668,3554,Med Popliteal Nerve Les
3669,3555,Tarsal Tunnel Syndrome
3670,3556,Plantar Nerve Lesion
3671,3557,Mononeuritis Leg Nec
3672,35571,Causalgia Lower Limb
3673,35579,Oth Mononeur Lower Limb
3674,3558,Mononeuritis Leg Nos
3675,3559,Mononeuritis Nos
3676,356,Hered Periph Neuropathy
3677,3560,Hered Periph Neuropathy
3678,3561,Peroneal Muscle Atrophy
3679,3562,Hered Sensory Neuropathy
3680,3563,Refsum'S Disease
3681,3564,Idio Prog Polyneuropathy
3682,3568,Idio Periph Neurpthy Nec
3683,3569,Idio Periph Neurpthy Nos
3684,357,Inflam/Toxic Neuropathy
3685,3570,Ac Infect Polyneuritis
3686,3571,Neurpthy In Col Vasc Dis
3687,3572,Neuropathy In Diabetes
3688,3573,Neuropathy In Malig Dis
3689,3574,Neuropathy In Other Dis
3690,3575,Alcoholic Polyneuropathy
3691,3576,Neuropathy Due To Drugs
3692,3577,Neurpthy Toxic Agent Nec
3693,3578,Inflam/Tox Neuropthy Nec
3694,3579,Inflam/Tox Neuropthy Nos
3695,358,Myoneural Disorders
3696,3580,Myasthenia Gravis
3697,3581,Myasthenia In Oth Dis
3698,3582,Toxic Myoneural Disorder
3699,3588,Myoneural Disorders Nec
3700,3589,Myoneural Disorders Nos
3701,359,Muscular Dystrophies
3702,3590,Cong Hered Musc Dystrphy
3703,3591,Hered Prog Musc Dystrphy
3704,3592,Myotonic Disorders
3705,3593,Famil Periodic Paralysis
3706,3594,Toxic Myopathy
3707,3595,Myopathy In Endocrin Dis
3708,3596,Infl Myopathy In Oth Dis
3709,3598,Myopathy Nec
3710,3599,Myopathy Nos
3711,360,Disorders Of The Globe
3712,3600,Purulent Endophthalmitis
3713,36000,Purulent Endophthalm Nos
3714,36001,Acute Endophthalmitis
3715,36002,Panophthalmitis
3716,36003,Chronic Endophthalmitis
3717,36004,Vitreous Abscess
3718,3601,Other Endophthalmitis
3719,36011,Sympathetic Uveitis
3720,36012,Panuveitis
3721,36013,Parasitic Endophthal Nos
3722,36014,Ophthalmia Nodosa
3723,36019,Endophthalmitis Nec
3724,3602,Degenerative Globe Dis
3725,36020,Degenerat Globe Dis Nos
3726,36021,Progressive High Myopia
3727,36023,Siderosis
3728,36024,"Other Metallosis, Eye"
3729,36029,Degenerative Globe Nec
3730,3603,Hypotony Of Eye
3731,36030,"Hypotony Nos, Eye"
3732,36031,Primary Hypotony
3733,36032,Hypotony Due To Fistula
3734,36033,Hypotony W Eye Dis Nec
3735,36034,Flat Anterior Chamber
3736,3604,Degeneration Of Eye
3737,36040,Degeneration Of Eye Nos
3738,36041,Blind Hypotensive Eye
3739,36042,Blind Hypertensive Eye
3740,36043,Hemophthalmos
3741,36044,Leucocoria
3742,3605,"Old Magnet Fb, Eye"
3743,36050,"Old Magnet Fb, Eye Nos"
3744,36051,"Old Magnet Fb, Ant Chamb"
3745,36052,"Old Magnet Fb, Iris"
3746,36053,"Old Magnet Fb, Lens"
3747,36054,"Old Magnet Fb, Vitreous"
3748,36055,"Old Magnet Fb, Post Wall"
3749,36059,"Old Magnet Fb, Eye Nec"
3750,3606,Old Foreign Body Eye Nos
3751,36060,Intraocular Fb Nos
3752,36061,Fb In Anterior Chamber
3753,36062,Fb In Iris Or Ciliary
3754,36063,Foreign Body In Lens
3755,36064,Foreign Body In Vitreous
3756,36065,Fb In Posterior Wall
3757,36069,Intraocular Fb Nec
3758,3608,Oth Disorders Of Globe
3759,36081,Luxation Of Globe
3760,36089,Disorder Of Globe Nec
3761,3609,Disorder Of Globe Nos
3762,361,Retinal Detachment
3763,3610,Retinal Detach W Defect
3764,36100,Detachmnt W Defect Nos
3765,36101,Part Detach-Singl Defec
3766,36102,Part Detach-Mult Defect
3767,36103,Part Detach-Giant Tear
3768,36104,Part Detach-Dialysis
3769,36105,"Recent Detachment, Total"
3770,36106,"Old Detachment, Partial"
3771,36107,"Old Detachment, Total"
3772,3611,Retinoschisis
3773,36110,Retinoschisis Nos
3774,36111,Flat Retinoschisis
3775,36112,Bullous Retinoschisis
3776,36113,Primary Retinal Cysts
3777,36114,Secondary Retinal Cysts
3778,36119,Retinoshisis Or Cyst Nec
3779,3612,Serous Retina Detachment
3780,3613,Retina Defect W/O Detach
3781,36130,Retinal Defect Nos
3782,36131,Round Hole Of Retina
3783,36132,Horseshoe Tear Of Retina
3784,36133,Mult Defects Of Retina
3785,3618,Other Retinal Detachment
3786,36181,Retinal Traction Detach
3787,36189,Retinal Detachment Nec
3788,3619,Retinal Detachment Nos
3789,362,Retinal Disorders Nec
3790,3620,Diabetic Retinopathy
3791,36201,Diabetic Retinopathy Nos
3792,36202,Prolif Diab Retinopathy
3793,3621,Backgrnd Retinopathy Nec
3794,36210,Backgrnd Retinopathy Nos
3795,36211,Hypertensive Retinopathy
3796,36212,Exudative Retinopathy
3797,36213,Retinal Vascular Changes
3798,36214,Retina Microaneurysm Nos
3799,36215,Retinal Telangiectasia
3800,36216,Retinal Neovascular Nos
3801,36217,Retinal Varices
3802,36218,Retinal Vasculitis
3803,3622,Oth Prolif Retinopathy
3804,36221,Retrolental Fibroplasia
3805,36229,Prolif Retinopathy Nec
3806,3623,Retinal Vasc Occlusion
3807,36230,Retinal Vasc Occlus Nos
3808,36231,Cent Retina Artery Occlu
3809,36232,Arterial Branch Occlus
3810,36233,Part Arterial Occlusion
3811,36234,Transient Arterial Occlu
3812,36235,Cent Retinal Vein Occlus
3813,36236,Venous Tributary Occlus
3814,36237,Retina Venous Engorgemnt
3815,3624,Retina Layer Separation
3816,36240,Retina Layer Separat Nos
3817,36241,Cent Serous Retinopathy
3818,36242,Serous Detach Pigm Epith
3819,36243,Hem Detach Pigmnt Epith
3820,3625,Degeneration Of Macula
3821,36250,Macular Degeneration Nos
3822,36251,Nonexudat Macular Degen
3823,36252,Exudative Macular Degen
3824,36253,Cystoid Macular Degen
3825,36254,Macular Cyst Or Hole
3826,36255,Toxic Maculopathy
3827,36256,Macular Puckering
3828,36257,Drusen (Degenerative)
3829,3626,Periph Retina Degen
3830,36260,Periph Retina Degen Nos
3831,36261,Paving Stone Degenerat
3832,36262,Microcystoid Degenerat
3833,36263,Lattice Degeneration
3834,36264,Senile Reticular Degen
3835,36265,Secondry Pigment Degen
3836,36266,Sec Vitreoretina Degen
3837,3627,Hered Retinal Dystrophy
3838,36270,Hered Retin Dystrphy Nos
3839,36271,Ret Dystrph In Lipidoses
3840,36272,Ret Dystrph In Syst Dis
3841,36273,Vitreoretinal Dystrophy
3842,36274,Pigment Retina Dystrophy
3843,36275,Sensory Retina Dystrophy
3844,36276,Vitelliform Dystrophy
3845,36277,Bruch Membrane Dystrophy
3846,3628,Other Retinal Disorders
3847,36281,Retinal Hemorrhage
3848,36282,Retina Exudates/Deposits
3849,36283,Retinal Edema
3850,36284,Retinal Ischemia
3851,36285,Retinal Nerv Fiber Defec
3852,36289,Retinal Disorders Nec
3853,3629,Retinal Disorder Nos
3854,363,Choroidal Disorders
3855,3630,Focal Chorioretinitis
3856,36300,Focal Chorioretinit Nos
3857,36301,Juxtapap Foc Choroiditis
3858,36303,Foc Choroiditis Post Nec
3859,36304,Periph Focal Choroiditis
3860,36305,Juxtapap Focal Retinitis
3861,36306,Macular Focal Retinitis
3862,36307,Foc Retinitis Post Nec
3863,36308,Periph Focal Retinitis
3864,3631,Dissemin Chorioretinitis
3865,36310,Dissem Chorioretinit Nos
3866,36311,"Dissem Choroiditis, Post"
3867,36312,Periph Disem Choroiditis
3868,36313,Gen Dissem Choroiditis
3869,36314,Metastat Dissem Retinit
3870,36315,Pigment Epitheliopathy
3871,3632,Chorioretinitis Nec/Nos
3872,36320,Chorioretinitis Nos
3873,36321,Pars Planitis
3874,36322,Harada'S Disease
3875,3633,Chorioretinal Scars
3876,36330,Chorioretinal Scar Nos
3877,36331,Solar Retinopathy
3878,36332,Macular Scars Nec
3879,36333,Posterior Pole Scar Nec
3880,36334,Peripheral Retinal Scars
3881,36335,Disseminated Retina Scar
3882,3634,Choroidal Degenerations
3883,36340,Choroidal Degen Nos
3884,36341,"Senile Atrophy, Choroid"
3885,36342,Difus Sec Atroph Choroid
3886,36343,"Angioid Streaks, Choroid"
3887,3635,Hered Choroid Dystrophy
3888,36350,Hered Choroid Atroph Nos
3889,36351,Prt Circmpap Choroid Dys
3890,36352,Tot Circmpap Choroid Dys
3891,36353,Part Cent Choroid Dystr
3892,36354,Tot Cent Choroid Atrophy
3893,36355,Choroideremia
3894,36356,Prt Gen Choroid Dyst Nec
3895,36357,Tot Gen Choroid Dyst Nec
3896,3636,Choroidal Hemorr/Rupture
3897,36361,Choroidal Hemorrhage Nos
3898,36362,Expulsive Choroid Hemorr
3899,36363,Choroidal Rupture
3900,3637,Choroidal Detachment
3901,36370,Choroidal Detachment Nos
3902,36371,Serous Choroid Detachmnt
3903,36372,Hemorr Choroid Detachmnt
3904,3638,Disorders Of Choroid Nec
3905,3639,Choroidal Disorder Nos
3906,364,Iris/Ciliary Body Dis
3907,3640,Acute Iridocyclitis
3908,36400,Acute Iridocyclitis Nos
3909,36401,Primary Iridocyclitis
3910,36402,Recurrent Iridocyclitis
3911,36403,"Secondry Iritis, Infect"
3912,36404,"Second Iritis, Noninfec"
3913,36405,Hypopyon
3914,3641,Chronic Iridocyclitis
3915,36410,Chr Iridocyclitis Nos
3916,36411,Chr Iridocyl In Oth Dis
3917,3642,Iridocyclitis Nec
3918,36421,Fuch Hetrochrom Cyclitis
3919,36422,Glaucomatocyclit Crises
3920,36423,Lens-Induced Iridocyclit
3921,36424,Vogt-Koyanagi Syndrome
3922,3643,Iridocyclitis Nos
3923,3644,Vasculr Dis Iris/Ciliary
3924,36441,Hyphema
3925,36442,Rubeosis Iridis
3926,3645,Degenerat Iris/Ciliary
3927,36451,Progressive Iris Atrophy
3928,36452,Iridoschisis
3929,36453,Pigment Iris Degenerat
3930,36454,Pupillary Margin Degen
3931,36455,Miotic Cyst Pupil Margin
3932,36456,Degen Chamber Angle
3933,36457,Degen Ciliary Body
3934,36459,Iris Atrophy Nec
3935,3646,Anterior Chamber Cysts
3936,36460,Idiopathic Cysts
3937,36461,Implantation Cysts
3938,36462,Exud Cyst Iris/Ant Chamb
3939,36463,Primary Cyst Pars Plana
3940,36464,Exudat Cyst Pars Plana
3941,3647,Adhesn Iris/Ciliary Body
3942,36470,Adhesions Of Iris Nos
3943,36471,Posterior Synechiae
3944,36472,Anterior Synechiae
3945,36473,Goniosynechiae
3946,36474,Pupillary Membranes
3947,36475,Pupillary Abnormalities
3948,36476,Iridodialysis
3949,36477,"Recession, Chamber Angle"
3950,3648,Iris/Ciliary Dis Nec
3951,3649,Iris/Ciliary Dis Nos
3952,365,Glaucoma
3953,3650,Borderline Glaucoma
3954,36500,Preglaucoma Nos
3955,36501,Opn Angl W Borderln Find
3956,36502,Anatomical Narrow Angle
3957,36503,Steroid Responders
3958,36504,Ocular Hypertension
3959,3651,Open-Angle Glaucoma
3960,36510,Open-Angle Glaucoma Nos
3961,36511,Prim Open Angle Glaucoma
3962,36512,Low Tension Glaucoma
3963,36513,Pigmentary Glaucoma
3964,36514,Glaucoma Of Childhood
3965,36515,Residual Opn Ang Glaucma
3966,3652,Prim Angl-Closure Glauc
3967,36520,Prim Angl-Clos Glauc Nos
3968,36521,Intermit Angl-Clos Glauc
3969,36522,Acute Angl-Clos Glaucoma
3970,36523,Chr Angle-Clos Glaucoma
3971,36524,Residual Angl-Clos Glauc
3972,3653,Steroid-Induced Glaucoma
3973,36531,Glauc Stage-Ster Induced
3974,36532,Glauc Resid-Ster Induced
3975,3654,Glaucom W Congen Anomaly
3976,36541,Glauc W Chamb Angle Anom
3977,36542,Glaucoma W Iris Anomaly
3978,36543,Glauc W Ant Seg Anom Nec
3979,36544,Glaucoma W Systemic Synd
3980,3655,Glaucoma W Lens Disorder
3981,36551,Phacolytic Glaucoma
3982,36552,Pseudoexfoliat Glaucoma
3983,36559,Glaucoma W Lens Dis Nec
3984,3656,Glauc W Ocular Dis Nec
3985,36560,Glauc W Ocular Dis Nos
3986,36561,Glauc W Pupillary Block
3987,36562,Glaucoma W Ocular Inflam
3988,36563,Glaucoma W Vascular Dis
3989,36564,Glaucoma W Tumor Or Cyst
3990,36565,Glaucoma W Ocular Trauma
3991,3658,Other Glaucoma
3992,36581,Hypersecretion Glaucoma
3993,36582,Glauc W Inc Episcl Press
3994,36589,Glaucoma Nec
3995,3659,Glaucoma Nos
3996,366,Cataract
3997,3660,Nonsenile Cataract
3998,36600,Nonsenile Cataract Nos
3999,36601,Ant Subcaps Pol Cataract
4000,36602,Post Subcaps Pol Catarct
4001,36603,Cortical Cataract
4002,36604,Nuclear Cataract
4003,36609,Nonsenile Cataract Nec
4004,3661,Senile Cataract
4005,36610,Senile Cataract Nos
4006,36611,Pseudoexfol Lens Capsule
4007,36612,Incipient Cataract
4008,36613,Ant Subcaps Senile Catar
4009,36614,Post Subcap Senile Catar
4010,36615,Cortical Senile Cataract
4011,36616,Senile Nuclear Cataract
4012,36617,Mature Cataract
4013,36618,Hypermature Cataract
4014,36619,Senile Cataract Nec
4015,3662,Traumatic Cataract
4016,36620,Traumatic Cataract Nos
4017,36621,Local Traumatic Opacity
4018,36622,Total Traumatic Cataract
4019,36623,Part Resolv Traum Catar
4020,3663,Complicated Cataract
4021,36630,Cataracta Complicata Nos
4022,36631,Glaucomatous Flecks
4023,36632,Cataract In Inflam Dis
4024,36633,Cataract W Neovasculizat
4025,36634,Cataract In Degen Dis
4026,3664,Cataract W Oth Disorder
4027,36641,Diabetic Cataract
4028,36642,Tetanic Cataract
4029,36643,Myotonic Cataract
4030,36644,Cataract W Syndrome Nec
4031,36645,Toxic Cataract
4032,36646,Cataract W Radiation
4033,3665,After-Cataract
4034,36650,After-Cataract Nos
4035,36651,Soemmering'S Ring
4036,36652,After-Cataract Nec
4037,36653,Aftr-Catar Obscur Vision
4038,3668,Cataract Nec
4039,3669,Cataract Nos
4040,367,Disorders Of Refraction
4041,3670,Hypermetropia
4042,3671,Myopia
4043,3672,Astigmatism
4044,36720,Astigmatism Nos
4045,36721,Regular Astigmatism
4046,36722,Irregular Astigmatism
4047,3673,Anisometrop/Aniseikonia
4048,36731,Anisometropia
4049,36732,Aniseikonia
4050,3674,Presbyopia
4051,3675,Accommodation Disorders
4052,36751,Paresis Of Accommodation
4053,36752,Tot Intern Ophthalmopleg
4054,36753,Spasm Of Accommodation
4055,3678,Refraction Disorder Nec
4056,36781,Transient Refract Change
4057,36789,Refraction Disorder Nec
4058,3679,Refraction Disorder Nos
4059,368,Visual Disturbances
4060,3680,Amblyopia Ex Anopsia
4061,36800,Amblyopia Nos
4062,36801,Strabismic Amblyopia
4063,36802,Deprivation Amblyopia
4064,36803,Refractive Amblyopia
4065,3681,Subjectve Visual Disturb
4066,36810,Subj Visual Disturb Nos
4067,36811,Sudden Visual Loss
4068,36812,Transient Visual Loss
4069,36813,Visual Discomfort
4070,36814,Distortion Of Shape/Size
4071,36815,Visual Distortions Nec
4072,36816,Psychophysic Visual Dist
4073,3682,Diplopia
4074,3683,Binocular Vision Dis Nec
4075,36830,Binocular Vision Dis Nos
4076,36831,Binocular Vis Suppress
4077,36832,Visual Percept W/O Fusn
4078,36833,Fusion W Def Stereopsis
4079,36834,Abn Retina Correspond
4080,3684,Visual Field Defects
4081,36840,Visual Field Defect Nos
4082,36841,Central Scotoma
4083,36842,Scotoma Of Blind Spot
4084,36843,Sector Or Arcuate Defect
4085,36844,Visual Field Defect Nec
4086,36845,Gen Visual Contraction
4087,36846,Homonymous Hemianopsia
4088,36847,Heteronymous Hemianopsia
4089,3685,Color Vision Deficiency
4090,36851,Protan Defect
4091,36852,Deutan Defect
4092,36853,Tritan Defect
4093,36854,Achromatopsia
4094,36855,Acq Color Deficiency
4095,36859,Color Deficiency Nec
4096,3686,Night Blindness
4097,36860,Night Blindness Nos
4098,36861,Congen Night Blindness
4099,36862,Acquired Night Blindness
4100,36863,Abn Dark Adaptat Curve
4101,36869,Night Blindness Nec
4102,3688,Visual Disturbances Nec
4103,3689,Visual Disturbance Nos
4104,369,Blindness And Low Vision
4105,3690,Profound Blind Both Eyes
4106,36900,Both Eyes Blind-Who Def
4107,36901,Tot Impairment-Both Eyes
4108,36902,One Eye-Near Tot/Oth-Nos
4109,36903,One Eye-Near Tot/Oth-Tot
4110,36904,Near-Tot Impair-Both Eye
4111,36905,One Eye-Profound/Oth-Nos
4112,36906,One Eye-Profound/Oth-Tot
4113,36907,One Eye-Prfnd/Oth-Nr Tot
4114,36908,Profound Impair Both Eye
4115,3691,Mod/Sev W Profnd Impair
4116,36910,Blindness/Low Vision
4117,36911,1 Eye-Sev/Oth-Blind Nos
4118,36912,One Eye-Severe/Oth-Total
4119,36913,One Eye-Sev/Oth-Near Tot
4120,36914,One Eye-Sev/Oth-Prfnd
4121,36915,One Eye-Mod/Oth-Blind
4122,36916,One Eye-Moderate/Oth-Tot
4123,36917,One Eye-Mod/Oth-Near Tot
4124,36918,One Eye-Mod/Oth-Profound
4125,3692,Mod/Sev Impair-Both Eyes
4126,36920,"Low Vision, 2 Eyes Nos"
4127,36921,One Eye-Severe/Oth-Nos
4128,36922,Severe Impair-Both Eyes
4129,36923,One Eye-Moderate/Oth-Nos
4130,36924,One Eye-Moderate/Oth-Sev
4131,36925,Moderate Impair-Both Eye
4132,3693,"Blindness Nos, Both Eyes"
4133,3694,Legal Blindness-Usa Def
4134,3696,Profound Impair-One Eye
4135,36960,"Blindness, One Eye"
4136,36961,One Eye-Total/Oth-Unknwn
4137,36962,One Eye-Tot/Oth-Near Nor
4138,36963,One Eye-Total/Oth-Normal
4139,36964,One Eye-Near Tot/Oth-Nos
4140,36965,Near-Tot Imp/Near-Normal
4141,36966,Near-Total Impair/Normal
4142,36967,One Eye-Prfound/Oth-Unkn
4143,36968,Profnd Impair/Near Norm
4144,36969,Profound Impair/Normal
4145,3697,"Mod/Severe Impair, 1 Eye"
4146,36970,"Low Vision, One Eye"
4147,36971,One Eye-Severe/Oth-Unknw
4148,36972,One Eye-Sev/Oth-Nr Norm
4149,36973,One Eye-Severe/Oth-Norm
4150,36974,One Eye-Mod/Other-Unknwn
4151,36975,One Eye-Mod/Oth-Nr Norm
4152,36976,One Eye-Mod/Oth Normal
4153,3698,"Visual Loss, One Eye Nos"
4154,3699,Visual Loss Nos
4155,370,Keratitis
4156,3700,Corneal Ulcer
4157,37000,Corneal Ulcer Nos
4158,37001,Marginal Corneal Ulcer
4159,37002,Ring Corneal Ulcer
4160,37003,Central Corneal Ulcer
4161,37004,Hypopyon Ulcer
4162,37005,Mycotic Corneal Ulcer
4163,37006,Perforated Corneal Ulcer
4164,37007,Mooren'S Ulcer
4165,3702,Superficial Keratitis
4166,37020,Superfic Keratitis Nos
4167,37021,Punctate Keratitis
4168,37022,Macular Keratitis
4169,37023,Filamentary Keratitis
4170,37024,Photokeratitis
4171,3703,Spec Type Keratoconjunct
4172,37031,Phlycten Keratoconjunct
4173,37032,Limbar Keratoconjunctiv
4174,37033,Keratoconjunctivit Sicca
4175,37034,Expsure Keratoconjunctiv
4176,37035,Neurotroph Keratoconjunc
4177,3704,Keratoconjunctiv Nec/Nos
4178,37040,Keratoconjunctivitis Nos
4179,37044,Keratitis In Exanthema
4180,37049,Keratoconjunctivitis Nec
4181,3705,Interstitial Keratitis
4182,37050,Interstit Keratitis Nos
4183,37052,Diffus Interstit Keratit
4184,37054,Sclerosing Keratitis
4185,37055,Corneal Abscess
4186,37059,Interstit Keratitis Nec
4187,3706,Corneal Neovascularizat
4188,37060,Cornea Neovasculariz Nos
4189,37061,Local Vasculariza Cornea
4190,37062,Corneal Pannus
4191,37063,Deep Vasculariza Cornea
4192,37064,Corneal Ghost Vessels
4193,3708,Keratitis Nec
4194,3709,Keratitis Nos
4195,371,Corneal Opacity/Disorder
4196,3710,Corneal Scars/Opacities
4197,37100,Corneal Opacity Nos
4198,37101,Minor Opacity Of Cornea
4199,37102,Periph Opacity Of Cornea
4200,37103,"Central Opacity, Cornea"
4201,37104,Adherent Leucoma
4202,37105,Phthisical Cornea
4203,3711,Corneal Pigmentations
4204,37110,Corneal Deposit Nos
4205,37111,Ant Cornea Pigmentation
4206,37112,Stromal Cornea Pigment
4207,37113,Post Cornea Pigmentation
4208,37114,Kayser-Fleischer Ring
4209,37115,Oth Deposit W Metab Dis
4210,37116,Argentous Cornea Deposit
4211,3712,Corneal Edema
4212,37120,Corneal Edema Nos
4213,37121,Idiopathic Corneal Edema
4214,37122,Secondary Corneal Edema
4215,37123,Bullous Keratopathy
4216,37124,Edema D/T Contact Lens
4217,3713,Corneal Membrane Changes
4218,37130,Cornea Memb Change Nos
4219,37131,Fold Of Bowman Membrane
4220,37132,Fold In Descemet Membran
4221,37133,Rupture Descemet Membran
4222,3714,Corneal Degenerations
4223,37140,Corneal Degeneration Nos
4224,37141,Senile Corneal Changes
4225,37142,Recurrent Cornea Erosion
4226,37143,Band-Shaped Keratopathy
4227,37144,Calcer Cornea Degen Nec
4228,37145,Keratomalacia Nos
4229,37146,Nodular Cornea Degen
4230,37148,Peripheral Cornea Degen
4231,37149,Cornea Degeneration Nec
4232,3715,Hered Cornea Dystrophy
4233,37150,Corneal Dystrophy Nos
4234,37151,Juv Epith Cornea Dystrph
4235,37152,Ant Cornea Dystrophy Nec
4236,37153,Granular Cornea Dystrphy
4237,37154,Lattice Cornea Dystrophy
4238,37155,Macular Cornea Dystrophy
4239,37156,Strom Cornea Dystrph Nec
4240,37157,Endothel Cornea Dystrphy
4241,37158,Post Cornea Dystrphy Nec
4242,3716,Keratoconus
4243,37160,Keratoconus Nos
4244,37161,"Keratoconus, Stable"
4245,37162,"Keratoconus, Ac Hydrops"
4246,3717,Corneal Deformities Nec
4247,37170,Corneal Deformity Nos
4248,37171,Corneal Ectasia
4249,37172,Descemetocele
